sku,microinvest_code,name_bg,unit,unit_raw,quantity,purchase_price,retail_price,selling_price
NOC-B8DEB606EE,,МРЕЖИ   0.5     1/2х1      0.5м.         25М.,bundle,ТОП,0.000,0.00,0.00,0.00
NOC-5B334BFBE0,,МРЕЖИ 0.5       1/2х1/2    0.5м.         25М.,bundle,ТОП,0.000,0.00,0.00,0.00
NOC-F1962FD42E,,МРЕЖИ  0.5      3/4х3/4    0.5м.      25М.,bundle,ТОП,0.000,0.00,0.00,0.00
NOC-6119075959,,СКВТM 6/ 60Ф 8  АНКЕР ВТУЛКОВ М 6  8х 60/200In,pcs,БР.,0.000,0.00,0.00,0.12
NOC-E7B880941A,,СКВТM 8/ 60Ф10  АНКЕР ВТУЛКОВ М 8 10х 60/100In,pcs,БР.,0.000,0.00,0.00,0.17
NOC-F2E6C4E29C,,СКВТM 8/ 80Ф10  АНКЕР ВТУЛКОВ М 8 10х 80/100In,pcs,БР.,0.000,0.00,0.00,0.21
NOC-D94A8AC792,,СКВТM10/ 70Ф12  АНКЕР ВТУЛКОВ М10 12х 70/100In,pcs,БР.,0.000,0.00,0.00,0.27
NOC-A6D89E3CA3,,СКМ7TDN 6/35    АНКЕР КЛИН ОК.ТАВ.6х35/100бр.,box,КУТИЯ,0.000,0.00,0.00,3.68
NOC-4D8C3CEFC4,,СКВТ 8/ 60      АНКЕР СЕГМ.  8х 60/100 INDEX,pcs,БР.,0.000,0.00,0.00,0.15
NOC-B96C3F1BCA,,СКВТ 8/ 75      АНКЕР СЕГМ.  8х 75/100 INDEX,pcs,БР.,0.000,0.00,0.00,0.16
NOC-6778DAA72E,,СКВТ 8/ 90      АНКЕР СЕГМ.  8х 90/100 INDEX,pcs,БР.,0.000,0.00,0.00,0.20
NOC-0608E8C2DE,,СКВТ 8/115      АНКЕР СЕГМ.  8х115/100 INDEX,pcs,БР.,0.000,0.00,0.00,0.24
NOC-D3AB525D0D,,СКВТ 8/130      АНКЕР СЕГМ.  8х130/100 INDEX,pcs,БР.,0.000,0.00,0.00,0.32
NOC-49DF0EE120,,СКВТ10/ 80      АНКЕР СЕГМ. 10х 80/100 INDEX,pcs,БР.,0.000,0.00,0.00,0.24
NOC-C47432DE39,,СКВТ10/ 90      АНКЕР СЕГМ. 10х 90/100 INDEX,pcs,БР.,0.000,0.00,0.00,0.25
NOC-B57479B762,,СКВТ10/100      АНКЕР СЕГМ. 10х100/100 INDEX,pcs,БР.,0.000,0.00,0.00,0.27
NOC-B0B9CAED24,,СКВТ10/120      АНКЕР СЕГМ. 10х120/ 50 INDEX,pcs,БР.,0.000,0.00,0.00,0.31
NOC-438D774423,,СКВТ10/140      АНКЕР СЕГМ. 10х140/ 50 INDEX,pcs,БР.,0.000,0.00,0.00,0.35
NOC-F4ABC15A58,,СКВТ10/150      АНКЕР СЕГМ. 10х150/ 50 INDEX,pcs,БР.,0.000,0.00,0.00,0.41
NOC-0EC17540C3,,СКВТ10/170      АНКЕР СЕГМ. 10х170/ 50 INDEX,pcs,БР.,0.000,0.00,0.00,0.48
NOC-45FCE7DD0F,,СКВТ10/210      АНКЕР СЕГМ. 10х210/ 50 INDEX,pcs,БР.,0.000,0.00,0.00,0.81
NOC-C34DE3078F,,СКВТ12/ 90      АНКЕР СЕГМ. 12х 90/ 50 INDEX,pcs,БР.,0.000,0.00,0.00,0.35
NOC-8849FB28CB,,СКВТ12/110      АНКЕР СЕГМ. 12х110/ 50 INDEX,pcs,БР.,0.000,0.00,0.00,0.39
NOC-4FECE9FD76,,СКВТ12/120      АНКЕР СЕГМ. 12х120/ 50 INDEX,pcs,БР.,0.000,0.00,0.00,0.44
NOC-DE476D9925,,СКВТ12/140      АНКЕР СЕГМ. 12х140/ 50 INDEX,pcs,БР.,0.000,0.00,0.00,0.57
NOC-D3418B0A91,,СКВТ12/160      АНКЕР СЕГМ. 12х160/ 50 INDEX,pcs,БР.,0.000,0.00,0.00,0.63
NOC-622CEB5700,,СКВТ12/180      АНКЕР СЕГМ. 12х180/ 50 INDEX,pcs,БР.,0.000,0.00,0.00,0.69
NOC-D3327C4E1E,,СКВТ12/220      АНКЕР СЕГМ. 12х220/ 50 INDEX,pcs,БР.,0.000,0.00,0.00,0.82
NOC-3C8716AD2D,,СКВТ12/250      АНКЕР СЕГМ. 12х250/ 25 INDEX,pcs,БР.,0.000,0.00,0.00,1.04
NOC-2CEBC4E32B,,СКВТ14/100      АНКЕР СЕГМ. 14х100/ 50 INDEX,pcs,БР.,0.000,0.00,0.00,0.71
NOC-16755FBE05,,СКВТ14/120      АНКЕР СЕГМ. 14х120/ 25 INDEX,pcs,БР.,0.000,0.00,0.00,0.81
NOC-1BF6E2B9DE,,СКВТ14/145      АНКЕР СЕГМ. 14х145/ 25 INDEX,pcs,БР.,0.000,0.00,0.00,0.92
NOC-58E0E5870A,,СКВТ14/170      АНКЕР СЕГМ. 14х170/ 25 INDEX,pcs,БР.,0.000,0.00,0.00,1.02
NOC-0FA768BAC0,,СКВТ14/220      АНКЕР СЕГМ. 14х220/ 25 INDEX,pcs,БР.,0.000,0.00,0.00,1.19
NOC-4F5831BD51,,СКВТ14/250      АНКЕР СЕГМ. 14х250/ 25 INDEX,pcs,БР.,0.000,0.00,0.00,1.30
NOC-77E0E3F9EE,,СКВТ16/110      АНКЕР СЕГМ. 16х110/ 25 INDEX,pcs,БР.,0.000,0.00,0.00,0.79
NOC-1304A19CB9,,СКВТ16/125      АНКЕР СЕГМ. 16х125/ 25 INDEX,pcs,БР.,0.000,0.00,0.00,0.87
NOC-0E571DB898,,СКВТ16/145      АНКЕР СЕГМ. 16х145/ 25 INDEX,pcs,БР.,0.000,0.00,0.00,0.95
NOC-2525D84E4F,,СКВТ16/170      АНКЕР СЕГМ. 16х170/ 25 INDEX,pcs,БР.,0.000,0.00,0.00,1.16
NOC-975E755CB4,,СКВТ16/220      АНКЕР СЕГМ. 16х220/ 25 INDEX,pcs,БР.,0.000,0.00,0.00,1.36
NOC-A246699405,,СКВТ20/170      АНКЕР СЕГМ. 20х170/ 20 INDEX,pcs,БР.,0.000,0.00,0.00,1.66
NOC-8134331CD5,,0403  311       АСЕТ-БОЛТ ЗА Т.КАПАК-ПРАВ*,pcs,БР.,0.000,0.00,0.00,0.00
NOC-C6BDAC989D,,СТ05  311       АСЕТ-БОЛТ ЗА ТОАЛ.КАПАК,pcs,бр.,0.000,0.00,0.00,0.08
NOC-1B2B3A2292,,СТ05   19       АСЕТ-БОЛТ ЗА ТОАЛ.КАПАК 2бр.,pcs,бр.,0.000,0.00,0.00,0.37
NOC-4DADB43B4B,,СТ06  401       АСЕТ-САПУНЕРКА 0.5л.,pcs,бр.,0.000,0.00,0.00,1.38
NOC-B5D4A32DB6,,СТ03  108А      АСЕТ-СИФОН ГОФРЕ 108А Т.КАЗ.,pcs,бр.,0.000,0.00,1.28,0.77
NOC-57ABC363A3,,СИ00  113129    БИТОВЕ К-Т 6-ст.опашка 10мм-11,pcs,БР.,0.000,0.00,0.00,5.42
NOC-774E68DFA6,,СИ00  113139    БИТОВЕ К-Т 6-ст.опашка 10мм-15,pcs,БР.,0.000,0.00,0.00,6.60
NOC-7CC99B3FA3,,СИ00  113189    БИТОВЕ К-Т 6-ст.опашка 10мм-42,pcs,БР.,0.000,0.00,0.00,16.87
NOC-B6464F5AFA,,СИ00  113019    БИТОВЕ К-Т 6-стенна опашка 10м,pcs,БР.,0.000,0.00,0.00,1.07
NOC-3AF9EAB4BF,,СИ00  113969    БИТОВЕ К-Т 65мм.ДВУСТР./10бр./,pcs,БР.,0.000,0.00,0.00,1.53
NOC-D4E75F8E2A,,СИ00  113809    БИТОВЕ К-Т PH1х50мм.-10бр.,pcs,БР.,0.000,0.00,0.00,1.07
NOC-1B4B2A514A,,СИ00  113829    БИТОВЕ К-Т PH2х50мм.-10бр.,pcs,БР.,0.000,0.00,0.00,1.07
NOC-C849E1E2F3,,СИ00  11359     БИТОВЕ К-Т PH3х50мм-2бр.,pcs,БР.,0.000,0.00,0.00,0.79
NOC-3A91F8444D,,СИ00  11346     БИТОВЕ К-Т PZ3х50мм.-10бр.,pcs,БР.,0.000,0.00,0.00,2.05
NOC-70F05B02E5,,СИ00  11361     БИТОВЕ К-Т И ВЛОЖКИ  1/4-26час,pcs,БР.,0.000,0.00,0.00,15.13
NOC-F30A4A5A90,,СКМ7БК 6х 25    БОЛТ КОЛАРСКИ 6х 25,pcs,БР.,0.000,0.00,0.00,0.02
NOC-9DFFA6E623,,СКМ7БК 6х 30    БОЛТ КОЛАРСКИ 6х 30,pcs,БР.,0.000,0.00,0.00,0.02
NOC-C17707629D,,СКМ7БК 6х 40    БОЛТ КОЛАРСКИ 6х 40,pcs,БР.,0.000,0.00,0.00,0.02
NOC-7E681FDC49,,СКМ7БК 6х 50    БОЛТ КОЛАРСКИ 6х 50,pcs,БР.,0.000,0.00,0.00,0.03
NOC-9BACF9653D,,СКМ7БК 6х 60    БОЛТ КОЛАРСКИ 6х 60,pcs,БР.,0.000,0.00,0.00,0.03
NOC-86A76370C6,,СКМ7БК 6х 70    БОЛТ КОЛАРСКИ 6х 70,pcs,БР.,0.000,0.00,0.00,0.04
NOC-3653DB721E,,СКМ7БК 6х 80    БОЛТ КОЛАРСКИ 6х 80,pcs,БР.,0.000,0.00,0.00,0.04
NOC-75A607A907,,СКМ7БК 8х 30    БОЛТ КОЛАРСКИ 8х 30,pcs,БР.,0.000,0.00,0.00,0.04
NOC-B6D4DFADEA,,СКМ7БК 8х 40    БОЛТ КОЛАРСКИ 8х 40,pcs,БР.,0.000,0.00,0.00,0.04
NOC-EDF6FED918,,СКМ7БК 8х 50    БОЛТ КОЛАРСКИ 8х 50,pcs,БР.,0.000,0.00,0.00,0.06
NOC-6C30734216,,СКМ7БК 8х 60    БОЛТ КОЛАРСКИ 8х 60,pcs,БР.,0.000,0.00,0.00,0.06
NOC-12EC9D3FA6,,СКМ7БК 8х 70    БОЛТ КОЛАРСКИ 8х 70,pcs,БР.,0.000,0.00,0.00,0.07
NOC-512F91297B,,СКМ7БК 8х 80    БОЛТ КОЛАРСКИ 8х 80,pcs,БР.,0.000,0.00,0.00,0.08
NOC-C0C3368FE4,,0507-572.60-3M  БРАВА ДАФ КАСОВА ЗА БЛИНД.ВР**,pcs,БР.,0.000,0.00,0.00,11.17
NOC-954DE89DD4,,0507-510.40-70  БРАВА ДАФ СЕКРЕТ.70ММ-ЗЛАТО**,pcs,БР.,0.000,0.00,0.00,5.03
NOC-76DBC94384,,0507-522.40R70  БРАВА ДАФ СЕРВ.WC 70ММ-ЗЛАТО**,pcs,БР.,0.000,0.00,0.00,3.37
NOC-EBFD2DD079,,0507-522.40-RD  БРАВА ДАФ СЕРВ.WC 90ММ-ЗЛАТО**,pcs,БР.,0.000,0.00,0.00,3.37
NOC-0DD7BEC24F,,0507-522.35-PD  БРАВА ДАФ СЕРВ.ЗА PVC.ВР.35М**,pcs,БР.,0.000,0.00,0.00,3.16
NOC-A5683AA0B9,,0507-522.35-D   БРАВА ДАФ СЕРВ.ЗА АЛ.В.WC-ХР**,pcs,БР.,0.000,0.00,0.00,3.16
NOC-764ABD3349,,LZ00 25/22VERR  БРАВА ДОП.СЕКР.25/22 EU LZ,pcs,БР.,0.000,0.00,0.00,8.69
NOC-25AD200264,,КЛ04 156F 3     БРАВА КАЛЕ ДОП.КАС.3КЛ.156F,pcs,бр.,0.000,0.00,0.00,7.42
NOC-152C7B84D1,,КЛ04 156F 5     БРАВА КАЛЕ ДОП.КАС.5КЛ.156F,pcs,бр.,0.000,0.00,0.00,7.42
NOC-5ECECA6DB1,,0507  7950CP    БРАВА-ВЕНДА 35NB**,pcs,БР.,0.000,0.00,0.00,5.42
NOC-BC56259E4A,,0507  3082S     БРАВА-ВЕНДА AKARSAN**,pcs,БР.,0.000,0.00,0.00,6.39
NOC-88A368293F,,0507  V221CP    БРАВА-ВЕНДА AKARSAN**,pcs,БР.,0.000,0.00,0.00,3.32
NOC-4628BB3191,,0507  D101PB    БРАВА-ВЕНДА ДОПЪЛНИТ.ЖЪЛТА**,pcs,БР.,0.000,0.00,0.00,3.89
NOC-645F378A1A,,0507  V311CP    БРАВА-ВЕНДА КАСОВА,pcs,БР.,0.000,0.00,0.00,2.76
NOC-D4863CC6C1,,0507  04-6490   БРАВА-ВЕНДА ОБИКН.90мм**,pcs,БР.,0.000,0.00,0.00,2.48
NOC-2A70EAE19D,,0507  YHSO8     ВЕНДА-ДРЪЖКА LUX ОБИКН.**,pcs,БР.,0.000,0.00,0.00,12.68
NOC-80F6135238,,0507  YH01      ВЕНДА-ДРЪЖКА МЕРИЧ СЕКРЕТНА***,pcs,БР.,0.000,0.00,0.00,5.88
NOC-2E1122BB32,,СКМ7СК 3.5х25   ВИНТ ГИПСКАРТ.3.5х25 /1000/,box,КУТИЯ,0.000,0.00,0.00,3.83
NOC-7A784137C8,,СКМ7СК 3.5х35   ВИНТ ГИПСКАРТ.3.5х35/1000/,box,КУТИЯ,0.000,0.00,0.00,4.97
NOC-509E0542D4,,МР0140 50 500   ВИНТ ДЪРВО-М-4.0х 50/ 500бр.,box,КУТИЯ,0.000,0.00,0.00,3.50
NOC-1662F6CBB7,,МР0140 50 800   ВИНТ ДЪРВО-М-4.0х 50/ 800бр.,box,КУТИЯ,0.000,0.00,0.00,5.47
NOC-11CF23D078,,МР0140 50 1150  ВИНТ ДЪРВО-М-4.0х 50/1150бр.,box,КУТИЯ,0.000,0.00,0.00,7.87
NOC-29EB71B53E,,МР0140 55 500   ВИНТ ДЪРВО-М-4.0х 55/ 500бр.,box,КУТИЯ,0.000,0.00,0.00,3.83
NOC-16B023AA14,,МР0140 60 500   ВИНТ ДЪРВО-М-4.0х 60/ 500бр.,box,КУТИЯ,0.000,0.00,0.00,4.10
NOC-5848B551AF,,МР0140 60 600   ВИНТ ДЪРВО-М-4.0х 60/ 600бр.,box,КУТИЯ,0.000,0.00,0.00,5.65
NOC-BC5D3D0299,,МР0140 60 1200  ВИНТ ДЪРВО-М-4.0х 60/1200бр.,box,КУТИЯ,0.000,0.00,0.00,10.44
NOC-8B6959BF92,,МР0140 75 200   ВИНТ ДЪРВО-М-4.0х 75/ 200бр.,box,КУТИЯ,0.000,0.00,0.00,2.32
NOC-BCF6C5D11A,,МР0140 75 500S  ВИНТ ДЪРВО-М-4.0х 75/ 500бр.,box,КУТИЯ,0.000,0.00,0.00,6.51
NOC-44F405DFAD,,МР0140 80 200   ВИНТ ДЪРВО-М-4.0х 80/ 200бр.,box,КУТИЯ,0.000,0.00,0.00,2.56
NOC-479E5EA9A0,,МР0140 80 500   ВИНТ ДЪРВО-М-4.0х 80/ 500бр.,box,КУТИЯ,0.000,0.00,0.00,6.65
NOC-AACC338A3B,,МР0145 50 500   ВИНТ ДЪРВО-М-4.5х 50/ 500бр.,box,КУТИЯ,0.000,0.00,0.00,4.71
NOC-18F7BA9D03,,МР0145 60 500   ВИНТ ДЪРВО-М-4.5х 60/ 500бр.,box,КУТИЯ,0.000,0.00,0.00,5.62
NOC-D3DEEBE2E2,,МР0145 70 500   ВИНТ ДЪРВО-М-4.5х 70/ 500бр.,box,КУТИЯ,0.000,0.00,0.00,6.67
